enroll_id,user_id,course_id,enrolled_date,status
340,85,6,2025-05-20,active
341,86,42,2025-05-26,active
342,86,19,2025-09-03,active
343,86,32,2025-05-31,inactive
344,86,4,2025-09-06,inactive
345,87,22,2025-07-04,inactive
346,87,19,2025-09-27,inactive
347,87,20,2025-06-13,active
348,87,17,2026-01-01,inactive
349,88,31,2025-06-15,active
350,88,36,2025-12-23,active
351,88,43,2025-06-08,active
352,88,26,2025-08-11,active
353,89,14,2025-07-28,active
354,89,33,2025-05-26,inactive
355,89,32,2025-09-11,inactive
356,89,36,2025-05-28,inactive
357,90,28,2025-09-29,active
358,90,9,2025-12-14,active
359,90,36,2025-12-05,active
360,90,13,2025-07-28,inactive
361,91,36,2025-10-22,inactive
362,91,6,2026-01-20,inactive
363,91,21,2025-11-21,active
364,91,16,2025-02-03,active
365,92,48,2025-08-01,active
366,92,27,2025-02-20,inactive
367,92,25,2025-07-05,inactive
368,92,34,2025-03-24,inactive
369,93,49,2025-04-13,inactive
370,93,4,2025-02-15,active
371,93,32,2025-06-14,active
372,93,18,2026-01-02,active
373,94,18,2025-03-06,inactive
374,94,16,2025-08-11,inactive
375,94,25,2025-05-07,inactive
376,94,26,2026-01-20,active
377,95,9,2025-10-31,inactive
378,95,3,2026-01-15,inactive
379,95,28,2025-02-09,active
380,95,46,2025-08-26,active
381,96,26,2025-06-25,active
382,96,34,2025-04-16,active
383,96,30,2025-09-27,active
384,96,29,2025-08-05,active
385,97,10,2025-10-22,inactive
386,97,34,2025-04-03,active
387,97,44,2025-11-28,active
388,97,7,2025-11-08,active
389,98,9,2025-10-24,inactive
390,98,15,2025-02-08,active
391,98,37,2025-07-18,inactive
392,98,3,2025-07-21,inactive
393,99,45,2025-08-14,active
394,99,49,2025-12-26,inactive
395,99,8,2025-12-23,active
396,99,7,2026-01-20,inactive
397,100,17,2025-04-01,active
398,100,15,2025-09-04,inactive
399,100,39,2025-11-25,inactive
400,100,1,2025-05-16,inactive
401,101,21,2025-08-09,active
402,101,42,2025-05-10,active
403,101,16,2025-03-27,active
404,101,31,2025-03-27,inactive
405,102,46,2025-08-29,active
406,102,42,2025-05-22,active
407,102,20,2025-07-04,inactive
408,102,4,2025-11-10,inactive
409,103,6,2025-04-10,inactive
410,103,17,2025-03-19,inactive
411,103,15,2025-06-24,active
412,103,43,2026-01-30,inactive
413,104,3,2025-02-18,inactive
414,104,45,2025-06-26,inactive
415,104,22,2025-11-09,inactive
416,104,46,2025-09-29,active
417,105,1,2025-10-02,active
418,105,19,2025-12-09,active
419,105,48,2025-07-12,inactive
420,105,33,2025-05-13,active
421,106,20,2025-12-10,inactive
422,106,50,2025-08-02,active
423,106,13,2025-07-13,inactive
424,106,15,2025-08-22,inactive
425,107,7,2025-07-16,active
426,107,40,2025-04-20,inactive
427,107,32,2025-08-20,inactive
428,107,12,2025-03-07,active
429,108,39,2025-04-04,active
430,108,10,2026-01-07,active
431,108,26,2025-05-04,active
432,108,4,2025-04-04,inactive
433,109,4,2025-11-19,inactive
434,109,46,2025-04-10,inactive
435,109,12,2025-02-16,active
436,109,26,2025-10-10,active
437,110,11,2025-09-04,inactive
438,110,22,2025-07-31,active
439,110,13,2025-08-08,inactive
440,110,12,2025-09-28,inactive
441,111,24,2025-12-19,active
442,111,22,2025-04-02,active
443,111,29,2025-03-12,active
444,111,11,2025-04-17,inactive
445,112,6,2025-10-27,active
446,112,23,2025-11-28,inactive
447,112,27,2025-02-08,inactive
448,112,8,2025-05-20,inactive
449,113,28,2025-12-08,inactive
450,113,6,2025-05-29,active
451,113,4,2025-05-04,inactive
452,113,46,2025-09-28,inactive
453,114,13,2025-07-10,inactive
454,114,21,2025-03-06,active
455,114,24,2025-05-05,inactive
456,114,48,2025-06-04,active
457,115,41,2025-09-18,inactive
458,115,50,2025-06-02,active
459,115,26,2025-11-19,inactive
460,115,3,2025-11-22,active
461,116,4,2025-02-12,active
462,116,17,2025-09-20,inactive
463,116,13,2025-03-16,inactive
464,116,48,2025-01-30,inactive
465,117,22,2025-04-18,inactive
466,117,40,2025-05-12,inactive
467,117,3,2025-10-05,inactive
468,117,17,2025-11-19,active
469,118,47,2025-12-06,active
470,118,49,2025-12-13,active
471,118,39,2025-10-16,active
472,118,41,2025-06-23,active
473,119,31,2025-10-19,inactive
474,119,46,2025-08-30,inactive
475,119,30,2025-08-17,inactive
476,119,50,2025-12-02,inactive
477,120,9,2025-07-22,inactive
478,120,32,2025-09-05,active
479,120,12,2025-10-21,active
480,120,1,2025-02-24,inactive
481,121,21,2025-10-11,active
482,121,30,2025-09-10,active
483,121,24,2025-12-18,inactive
484,121,39,2026-01-06,active
485,122,16,2025-06-11,active
486,122,27,2026-01-25,inactive
487,122,5,2025-03-05,inactive
488,122,42,2025-03-31,active
489,123,28,2025-03-30,active
490,123,7,2025-02-01,active
491,123,5,2025-11-28,active
492,123,17,2025-07-14,inactive
493,124,32,2025-03-14,active
494,124,46,2025-12-15,active
495,124,29,2025-08-25,inactive
496,124,12,2025-08-14,inactive
497,125,40,2025-12-27,active
498,125,44,2026-01-16,inactive
499,125,16,2025-05-28,inactive
500,125,48,2025-10-07,inactive
501,126,37,2025-08-07,inactive
502,126,18,2025-11-28,active
503,126,24,2025-06-07,inactive
504,126,17,2025-06-01,active
505,127,12,2025-02-02,active
506,127,16,2025-04-16,inactive
507,127,10,2025-11-19,active
508,127,19,2026-01-24,inactive
509,128,17,2025-07-14,active
510,128,16,2025-06-21,active
511,128,33,2025-10-25,inactive
512,128,34,2025-02-08,active
513,129,7,2025-09-17,inactive
514,129,1,2025-10-23,inactive
515,129,31,2025-06-24,active
516,129,15,2026-01-11,inactive
517,130,15,2025-09-30,active
518,130,8,2025-10-31,active
519,130,4,2025-08-15,inactive
520,130,13,2025-05-09,active
521,131,29,2025-03-01,active
522,131,39,2026-01-06,active
523,131,17,2025-07-07,inactive
524,131,50,2025-10-27,active
525,132,3,2025-06-06,active
526,132,24,2025-05-07,active
527,132,22,2026-01-26,inactive
528,132,10,2025-06-16,active
529,133,39,2025-10-08,active
530,133,47,2025-10-30,inactive
531,133,42,2025-10-03,inactive
532,133,14,2025-06-22,inactive
533,134,12,2025-12-02,active
534,134,40,2025-07-05,active
535,134,20,2025-08-07,inactive
536,134,5,2025-02-02,inactive
537,135,5,2026-01-24,active
538,135,27,2025-10-20,active
539,135,7,2025-12-17,active
540,135,26,2025-12-11,inactive
541,136,45,2025-03-10,inactive
542,136,18,2025-12-23,inactive
543,136,27,2025-09-08,active
544,136,19,2025-08-04,inactive
545,137,48,2025-07-02,inactive
546,137,37,2026-01-16,active
547,137,23,2025-08-08,inactive
548,137,27,2025-02-28,active
549,138,26,2025-12-25,inactive
550,138,47,2025-06-27,active
551,138,14,2025-02-02,inactive
552,138,1,2025-04-04,active
553,139,6,2025-03-30,inactive
554,139,26,2025-10-05,active
555,139,37,2025-06-23,active
556,139,24,2026-01-09,active
557,140,4,2025-06-18,inactive
558,140,36,2025-05-14,active
559,140,10,2025-06-06,inactive
560,140,42,2025-08-30,active
561,141,10,2025-06-16,active
562,141,23,2025-08-26,active
563,141,19,2025-02-26,active
564,141,11,2025-10-01,inactive
565,142,32,2025-04-19,active
566,142,49,2025-04-12,active
567,142,13,2026-01-25,inactive
568,142,20,2026-01-17,inactive
569,143,4,2026-01-11,active
570,143,39,2025-04-08,active
571,143,41,2025-06-03,active
572,143,25,2025-03-05,inactive
573,144,40,2025-11-07,active
574,144,13,2025-10-05,active
575,144,31,2025-03-08,inactive
576,144,12,2025-09-20,active
577,145,25,2025-10-16,active
578,145,23,2025-09-24,active
579,145,8,2025-04-16,active
580,145,10,2025-10-27,active
581,146,43,2025-07-12,inactive
582,146,21,2025-07-22,inactive
583,146,8,2025-09-28,inactive
584,146,25,2026-01-25,inactive
585,147,38,2026-01-28,inactive
586,147,16,2025-12-29,inactive
587,147,28,2025-02-23,inactive
588,147,25,2025-06-17,active
589,148,2,2025-05-10,inactive
590,148,1,2025-03-20,active
591,148,40,2025-12-31,inactive
592,148,32,2025-11-20,inactive
593,149,12,2025-08-27,active
594,149,31,2025-08-28,active
595,149,26,2025-05-25,inactive
596,149,7,2026-01-02,inactive
597,150,24,2025-03-13,active
598,150,6,2025-04-16,active
599,150,29,2025-04-11,active
600,150,33,2025-09-30,active
601,151,47,2025-02-09,active
602,151,21,2026-01-12,active
603,151,50,2026-01-17,inactive
604,151,33,2025-07-07,active
605,152,2,2025-04-07,active
606,152,5,2026-01-21,active
607,152,40,2025-12-25,active
608,152,47,2025-06-03,inactive
609,153,19,2025-07-18,active
610,153,11,2025-09-10,active
611,153,44,2025-07-05,inactive
612,153,47,2025-04-11,inactive
613,154,11,2025-10-31,inactive
614,154,21,2025-07-28,active
615,154,40,2025-05-03,inactive
616,154,18,2025-08-16,inactive
617,155,14,2025-11-14,active
618,155,38,2025-08-11,inactive
619,155,17,2025-11-10,inactive
620,155,40,2025-07-26,active
621,156,13,2025-09-16,inactive
622,156,12,2025-11-30,inactive
623,156,26,2025-12-30,inactive
624,156,11,2025-11-17,active
625,157,17,2025-08-07,active
626,157,8,2025-09-13,inactive
627,157,50,2025-06-09,inactive
628,157,34,2025-06-30,active
629,158,17,2025-09-27,inactive
630,158,35,2025-02-20,inactive
631,158,41,2025-09-12,inactive
632,158,26,2025-07-22,inactive
633,159,37,2025-08-14,active
634,159,10,2025-12-01,inactive
635,159,24,2025-02-07,active
636,159,22,2025-09-24,active
637,160,40,2025-05-23,inactive
638,160,48,2025-07-01,inactive
639,160,4,2025-10-30,inactive
640,160,19,2026-01-02,active
641,161,48,2025-07-29,inactive
642,161,3,2025-02-07,inactive
643,161,15,2026-01-09,inactive
644,161,10,2025-09-24,inactive
645,162,4,2025-12-10,active
646,162,9,2025-02-19,active
647,162,32,2026-01-27,active
648,162,15,2025-09-12,active
649,163,37,2025-06-18,inactive
650,163,23,2025-06-22,active
651,163,20,2025-12-28,inactive
652,163,7,2025-04-15,inactive
653,164,38,2025-05-02,inactive
654,164,9,2025-03-12,active
655,164,14,2025-05-07,active
656,164,24,2025-04-27,active
657,165,16,2025-02-23,active
658,165,46,2025-08-16,active
659,165,10,2025-05-22,active
660,165,29,2025-09-03,inactive
661,166,26,2025-02-27,inactive
662,166,17,2025-07-25,inactive
663,166,1,2025-08-17,inactive
664,166,4,2025-02-20,active
665,167,11,2025-03-18,active
666,167,1,2025-10-23,inactive
667,167,3,2025-09-29,active
668,167,4,2025-11-03,active
669,168,11,2025-08-19,active
670,168,4,2025-07-30,active
671,168,50,2025-08-17,active
672,168,7,2025-06-01,inactive
673,169,13,2025-10-18,inactive
674,169,34,2025-12-10,active
675,169,39,2025-04-25,inactive
676,169,42,2025-10-06,active
677,170,20,2026-01-22,inactive
678,170,41,2025-03-24,active
679,170,4,2025-06-24,inactive
680,170,47,2026-01-04,inactive
681,171,48,2026-01-02,inactive
682,171,30,2025-09-11,active
683,171,6,2025-08-16,active
684,171,42,2025-03-17,active
685,172,17,2025-02-19,active
686,172,15,2025-02-26,inactive
687,172,42,2025-09-14,inactive
688,172,3,2025-05-04,active
689,173,18,2025-08-02,inactive
690,173,41,2025-05-10,inactive
691,173,36,2025-05-26,inactive
692,173,44,2025-08-18,active
693,174,6,2025-12-29,inactive
694,174,33,2025-11-01,active
695,174,1,2026-01-10,active
696,174,11,2025-09-26,active
697,175,48,2025-12-23,inactive
698,175,21,2025-03-14,active
699,175,13,2025-12-08,inactive
700,175,25,2025-03-01,inactive
701,176,31,2025-04-14,active
702,176,34,2026-01-26,inactive
703,176,45,2025-11-22,active
704,176,1,2025-06-26,inactive
705,177,14,2025-08-27,active
706,177,26,2025-08-10,active
707,177,40,2025-02-04,active
708,177,38,2025-07-22,active
709,178,2,2025-05-07,active
710,178,8,2025-08-20,inactive
711,178,7,2025-04-16,active
712,178,40,2025-09-25,active
713,179,2,2025-07-27,active
714,179,3,2025-05-14,active
715,179,9,2025-07-31,active
716,179,45,2026-01-24,active
717,180,38,2026-01-28,active
718,180,49,2025-05-01,inactive
719,180,24,2025-03-30,active
720,180,13,2025-08-15,active
721,181,14,2025-06-08,active
722,181,8,2025-01-30,inactive
723,181,3,2025-12-15,inactive
724,181,49,2025-02-02,active
725,182,9,2025-11-15,active
726,182,7,2025-06-16,inactive
727,182,49,2025-12-31,inactive
728,182,42,2025-05-23,inactive
729,183,28,2025-12-20,inactive
730,183,17,2026-01-26,inactive
731,183,2,2025-05-29,active
732,183,23,2025-08-25,inactive
733,184,21,2025-06-05,inactive
734,184,50,2025-11-25,inactive
735,184,39,2025-11-02,active
736,184,33,2025-06-04,inactive
737,185,2,2025-08-03,active
738,185,28,2026-01-01,inactive
739,185,34,2025-03-07,inactive
740,185,50,2025-02-01,active
741,186,35,2025-11-13,active
742,186,37,2025-03-08,inactive
743,186,14,2025-06-23,active
744,186,46,2026-01-05,inactive
745,187,1,2025-06-14,active
746,187,34,2025-04-21,active
747,187,13,2025-04-10,inactive
748,187,19,2025-12-19,inactive
749,188,7,2025-07-07,inactive
750,188,32,2025-09-01,inactive
751,188,45,2025-07-20,inactive
752,188,12,2025-05-28,active
753,189,19,2026-01-16,inactive
754,189,14,2025-09-29,active
755,189,45,2025-05-08,active
756,189,15,2025-09-18,active
757,190,32,2025-12-24,inactive
758,190,45,2025-04-10,inactive
759,190,36,2025-10-21,active
760,190,7,2026-01-13,inactive
761,191,26,2025-05-02,active
762,191,48,2025-04-02,inactive
763,191,6,2025-08-23,active
764,191,28,2025-09-02,inactive
765,192,17,2025-11-02,active
766,192,28,2025-03-17,inactive
767,192,35,2025-10-05,active
768,192,33,2025-02-11,inactive
769,193,9,2025-05-25,active
770,193,35,2025-06-15,inactive
771,193,39,2025-09-18,inactive
772,193,49,2025-04-18,active
773,194,29,2025-04-29,inactive
774,194,43,2025-11-04,active
775,194,36,2025-11-19,inactive
776,194,48,2025-10-24,inactive
777,195,45,2025-09-13,active
778,195,50,2025-03-22,active
779,195,17,2025-10-23,inactive
780,195,38,2025-03-24,inactive
781,196,42,2025-11-03,active
782,196,45,2025-12-01,inactive
783,196,16,2025-10-12,inactive
784,196,33,2025-08-30,active
785,197,47,2025-08-10,inactive
786,197,10,2025-06-27,active
787,197,16,2025-06-14,active
788,197,21,2025-07-30,inactive
789,198,13,2025-07-14,active
790,198,17,2025-04-29,active
791,198,47,2025-12-17,active
792,198,7,2025-06-21,inactive
793,199,10,2025-07-29,inactive
794,199,20,2025-06-28,active
795,199,47,2025-05-19,active
796,199,28,2025-06-11,active
797,200,18,2025-11-03,active
798,200,14,2025-12-02,active
799,200,25,2025-03-05,inactive
800,200,30,2025-12-03,inactive
801,201,45,2026-01-26,inactive
802,201,15,2025-05-12,inactive
803,201,33,2026-01-08,active
804,201,41,2025-12-19,active
805,202,17,2025-10-08,active
806,202,39,2025-11-02,active
807,202,48,2025-08-31,inactive
808,202,26,2025-04-24,inactive
809,203,15,2025-04-13,active
810,203,43,2025-03-31,active
811,203,47,2025-09-08,active
812,203,42,2025-08-15,inactive
813,204,28,2026-01-17,active
814,204,21,2025-09-16,inactive
815,204,17,2025-11-06,active
816,204,41,2025-07-14,inactive
817,205,46,2025-11-19,inactive
818,205,41,2025-10-15,inactive
819,205,11,2025-08-25,inactive
820,205,17,2025-04-08,active
821,206,40,2025-08-26,active
822,206,27,2025-03-24,inactive
823,206,34,2025-07-07,active
824,206,44,2025-07-03,inactive
825,207,32,2025-05-30,active
826,207,7,2025-06-22,active
827,207,3,2025-03-25,active
828,207,17,2025-04-22,inactive
829,208,7,2025-04-19,active
830,208,37,2025-10-24,inactive
831,208,30,2025-02-14,active
832,208,35,2026-01-11,inactive
833,209,34,2025-11-30,inactive
834,209,22,2025-05-29,active
835,209,27,2025-12-08,active
836,209,48,2025-06-18,inactive
837,210,33,2025-05-09,inactive
838,210,49,2025-10-27,active
839,210,8,2025-08-02,inactive
840,210,47,2025-05-23,inactive
841,211,25,2025-10-29,active
842,211,26,2025-10-23,inactive
843,211,4,2025-04-20,inactive
844,211,1,2025-04-25,inactive
845,212,38,2025-03-26,inactive
846,212,17,2025-05-19,inactive
847,212,7,2026-01-06,active
848,212,15,2025-09-08,inactive
849,213,30,2025-03-26,active
850,213,14,2025-08-12,active
851,213,11,2025-10-05,inactive
852,213,9,2025-03-10,active
853,214,10,2025-11-19,inactive
854,214,23,2025-12-11,inactive
855,214,43,2025-05-09,inactive
856,214,41,2025-12-23,active
857,215,50,2025-06-14,inactive
858,215,31,2025-09-13,inactive
859,215,23,2025-09-23,inactive
860,215,15,2025-10-18,inactive
861,216,44,2025-09-10,inactive
862,216,12,2025-05-08,inactive
863,216,31,2025-12-05,active
864,216,1,2025-12-09,inactive
865,217,21,2025-10-03,active
866,217,31,2025-07-29,inactive
867,217,32,2025-05-23,active
868,217,28,2025-05-13,inactive
869,218,25,2025-08-14,inactive
870,218,4,2025-03-28,active
871,218,6,2025-04-15,inactive
872,218,37,2025-05-10,active
